"Time","fus-aot-service","fus-jit-service"
2024-04-29 23:21:00,,2.18 ns
2024-04-29 23:22:00,2.30 ns,2.10 ns
2024-04-29 23:23:00,2.20 ns,2.10 ns
2024-04-29 23:24:00,2.20 ns,1.62 ns
2024-04-29 23:25:00,2.13 ns,
